Wall time,Step,Value
1621070208.6875932,5,0.0033465528395026922
1621070208.7375624,6,0.0007276064716279507
1621070209.0064075,11,0.00014371948782354593
1621070209.1863062,14,0.001611571293324232
1621070209.2402751,15,0.007661010604351759
1621070209.458147,18,0.003324082586914301
1621070209.5381007,19,0.003158949315547943
1621070209.608061,20,0.00010329997166991234
1621070209.8489218,24,0.00032547523733228445
1621070210.649461,36,0.006188037805259228
1621070210.9243023,40,0.003749537281692028
1621070211.0462325,42,0.0037889813538640738
1621070211.1501756,44,0.0024917020928114653
1621070211.2031415,45,0.00018903877935372293
1621070211.3110797,47,0.0022384191397577524
1621070211.424014,49,0.006601450499147177
1621070211.653884,53,0.0014002006500959396
1621070211.7178447,54,0.0010152120376005769
1621070211.7678158,55,0.0010765305487439036
1621070211.8337784,56,0.0018488288624212146
1621070211.887747,57,0.002840600674971938
1621070212.2255526,63,0.0009577025193721056
1621070212.3354893,65,0.0003546983643900603
1621070212.3944547,66,0.00041330934618599713
1621070212.4474268,67,0.00011886841093655676
1621070212.496396,68,0.00023138393589761108
1621070212.6942828,71,0.0012062567984685302
1621070212.7592473,72,0.0012732637114822865
1621070212.8372,73,0.0012122341431677341
1621070212.9031649,74,0.00024631671840325
1621070213.2119858,79,0.0006071713869459927
1621070213.494821,84,0.0001496072072768584
1621070213.6977053,87,0.0007296480471268296
1621070213.7556717,88,0.0006156588206067681
1621070214.0894825,94,0.0002659351739566773
1621070214.56321,102,0.0014823225792497396
1621070214.7531009,105,0.0012226077960804105
1621070214.8030722,106,0.000249745964538306
1621070215.198844,113,0.0008164930040948093
1621070215.3807387,116,7.989454752532765e-05
1621070215.5126655,118,2.59157495747786e-05
1621070215.9264264,125,0.0014161620056256652
1621070216.013375,126,0.00029086825088597834
1621070216.24924,129,0.0005044946447014809
1621070216.335189,130,0.00027129921363666654
1621070216.8239117,137,0.0013188488082960248
1621070216.9468365,139,5.7454795751255006e-05
1621070217.0667675,141,0.0009624669910408556
1621070217.1277342,142,0.00029268424259498715
1621070217.1846993,143,0.000928799738176167
1621070217.681414,150,0.0005056477384641767
1621070218.0332115,155,0.0005063344724476337
1621070218.1631358,157,0.0007275346433743834
1621070218.2181044,158,0.00010577471402939409
1621070218.4989443,162,0.00033666047966107726
1621070218.6768394,165,0.0006778037059120834
1621070218.786778,167,0.0008694493444636464
1621070218.869729,168,0.0003433039237279445
1621070219.0616174,171,0.002154286950826645
1621070219.4443984,177,0.0013248398900032043
1621070219.518356,178,0.0014848194550722837
1621070219.6502807,180,0.0003076571738347411
1621070219.8391695,183,0.0002762604271993041
1621070219.958102,185,5.8843197621172294e-05
1621070220.012071,186,0.0016673008212819695
1621070220.1589854,188,0.0002477352390997112
1621070220.2769177,190,0.0022425497882068157
1621070220.344879,191,0.000714905618224293
1621070220.8126106,198,0.0013151683378964663
1621070221.3363082,206,0.006731661967933178
1621070221.4192612,207,0.006712120957672596
1621070221.4952173,208,0.005869661457836628
1621070221.774056,212,0.006352539174258709
1621070222.463662,222,0.004307742230594158
1621070222.5226235,223,0.007557904813438654
1621070222.6535478,225,0.0036274082958698273
1621070222.8944092,229,0.0036755145993083715
1621070223.0872986,232,0.004863847512751818
1621070223.1572585,233,0.0031518673058599234
1621070223.2222207,234,0.007717135827988386
1621070223.4580853,237,0.005815110169351101
1621070224.0647364,247,0.005232906900346279
1621070224.1726744,249,0.0033710722345858812
1621070224.5594537,255,0.005331236403435469
1621070224.741346,258,0.00384120037779212
1621070224.8432868,260,0.0077546993270516396
1621070224.8952599,261,0.003873464884236455
1621070224.9962,263,0.005375480744987726
1621070225.208076,267,0.0028061093762516975
1621070225.4789202,271,0.006292585749179125
1621070225.617841,273,0.0049711535684764385
1621070225.9416535,278,0.0029163314029574394
1621070226.3024461,284,0.003929115366190672
1621070226.736196,291,0.0016325678443536162
1621070226.8161497,292,0.0008087898604571819
1621070227.1589525,297,0.0006033673998899758
1621070227.216919,298,0.0018113409169018269
1621070227.3888202,301,0.0012682758970186114
1621070227.4427915,302,0.0005257750162854791
1621070227.495758,303,0.0002250320976600051
1621070227.7626045,307,0.00013072714500594884
1621070227.8145742,308,0.00035642978036776185
1621070227.9465,310,0.0013105140533298254
1621070228.1463838,313,0.0006046072230674326
1621070228.473196,318,0.0018986114300787449
1621070228.545155,319,0.00041143939597532153
1621070228.5991237,320,0.0020190675277262926
1621070228.708062,322,0.001598538365215063
1621070228.8999512,325,0.0005230632377788424
1621070228.96991,326,0.00032830730197019875
1621070229.0368705,327,0.001280169002711773
1621070229.284729,330,0.000681511010043323
1621070229.9333534,339,0.0014887602301314473
1621070230.0812688,341,0.0012221831129863858
1621070230.2621655,344,0.002550291595980525
1621070230.332124,345,0.0004950508009642363
1621070230.4490578,347,0.000646742177195847
1621070230.5060236,348,0.0006378880934789777
1621070230.8638291,353,0.00031119943014346063
1621070230.9227834,354,0.0018805236322805285
1621070231.2965686,360,0.0019566297996789217
1621070231.456476,363,0.0014380131615325809
1621070231.7203245,367,0.0014352119760587811
1621070232.0471365,371,8.497160160914063e-05
1621070232.185056,373,0.0006455297698266804
1621070232.4578989,377,0.0011308364337310195
1621070232.529859,378,0.0009244834072887897
1621070232.6058145,379,0.0003683892427943647
1621070232.715753,381,0.001751660485751927
1621070233.0295694,386,0.0002700520562939346
1621070233.085537,387,0.0018029537750408053
1621070233.3463886,391,0.0007878491887822747
1621070233.4033554,392,0.0006368199246935546
1621070233.4843082,393,0.0015594662399962544
1621070234.4437602,408,0.014264903962612152
1621070234.8745077,415,0.007948482409119606
1621070234.9264777,416,0.012081212364137173
1621070235.2552867,421,0.006947421468794346
1621070235.3332422,422,0.013932649977505207
1621070235.466167,424,0.00326567143201828
1621070235.6170783,426,0.009414399042725563
1621070235.865936,430,0.009004766121506691
1621070236.4256132,439,0.008705268613994122
1621070236.5465448,441,0.01045041624456644
1621070236.6175032,442,0.002994771581143141
1621070236.806393,445,0.005374231841415167
1621070237.210161,451,0.0066222259774804115
1621070237.7938242,459,0.0026098990347236395
1621070237.8487954,460,0.008233868516981602
1621070238.0366848,463,0.004247549455612898
1621070238.0956502,464,0.0034671337343752384
1621070238.2905378,467,0.004069316666573286
1621070238.3604987,468,0.008422411978244781
1621070238.6613243,473,0.00345074525102973
1621070238.7322848,474,0.0031469601672142744
1621070239.489847,485,0.00768834026530385
1621070239.7456994,488,0.004133409354835749
1621070239.8456435,489,0.004465659614652395
1621070240.0385308,491,0.008061791770160198
1621070240.1594617,493,0.002732136519625783
1621070240.3233693,496,0.004499702248722315
1621070241.401753,507,0.002780830953270197
1621070241.6166213,511,0.004665873944759369
1621070241.676587,512,0.0026503405533730984
1621070241.8085108,514,0.00401276396587491
1621070241.9664223,517,0.0027236873283982277
1621070242.0873525,519,0.0017648000502958894
1621070242.399171,524,0.00529800821095705
1621070242.466132,525,0.006639624014496803
1621070242.8798947,531,0.005320405121892691
1621070242.9918299,533,0.0030401498079299927
1621070243.0587914,534,0.004316374193876982
1621070243.2117045,536,0.0024720465298742056
1621070243.2726684,537,0.0019776131957769394
1621070243.333632,538,0.002817014930769801
1621070243.4495652,540,0.0018706973642110825
1621070243.5794904,542,0.0029753856360912323
1621070243.9522758,547,0.0016283061122521758
1621070244.03323,548,0.0024320336524397135
1621070244.0921955,549,0.0011479598470032215
1621070244.200135,551,0.002650003880262375
1621070244.431003,555,0.003812189446762204
1621070244.5519307,557,0.0018483505118638277
1621070244.6688638,559,0.006787195336073637
1621070244.9337108,563,0.005947574507445097
1621070245.0046701,564,0.0017524072900414467
1621070245.0666335,565,0.0034687223378568888
1621070245.315491,569,0.003662860719487071
1621070245.5953305,573,0.0005960106500424445
1621070245.6792812,574,0.004284875001758337
1621070245.8431861,577,0.004723471589386463
1621070245.9681172,579,0.0032868999987840652
1621070246.0380738,580,0.004901622422039509
1621070246.1150327,581,0.0026381504721939564
1621070246.1949832,582,0.0021268674172461033
1621070246.2669425,583,0.006543049588799477
1621070246.320912,584,0.0031944981310516596
1621070246.440843,586,0.0035049500875175
1621070246.5068097,587,0.005122650880366564
1621070246.8396146,592,0.004736430011689663
1621070246.89858,593,0.0022605431731790304
1621070247.0694792,596,0.0038775107823312283
1621070247.1224496,597,0.0032291391398757696
1621070247.3423226,600,0.03377794846892357
1621070247.4502604,602,0.03239990398287773
1621070247.8490307,608,0.030746467411518097
1621070248.0009441,610,0.029939178377389908
1621070248.281784,615,0.02362610585987568
1621070248.5046525,619,0.024627888575196266
1621070248.5766113,620,0.02669009193778038
1621070248.691547,622,0.024513907730579376
1621070248.8474548,625,0.0202763844281435
1621070249.3471668,634,0.013356693089008331
1621070249.7489357,641,0.017243674024939537
1621070249.8089008,642,0.014979176223278046
1621070249.9408257,644,0.014168791472911835
1621070249.996793,645,0.013071026653051376
1621070250.0567594,646,0.015120306983590126
1621070250.1117277,647,0.01465429738163948
1621070250.2326598,649,0.011201668530702591
1621070250.4305437,652,0.01416672021150589
1621070250.6953902,656,0.013357922434806824
1621070250.7473607,657,0.01440033596009016
1621070250.9682343,661,0.010638241656124592
1621070251.138135,664,0.014303973875939846
1621070251.3700023,668,0.015259663574397564
1621070251.5728848,671,0.012872740626335144
1621070251.6338499,672,0.009970152750611305
1621070251.6898177,673,0.012623682618141174
1621070251.7537823,674,0.014797057956457138
1621070251.8157454,675,0.010992664843797684
1621070251.9456713,677,0.012939933687448502
1621070252.000638,678,0.012491407804191113
1621070252.0725987,679,0.013190102763473988
1621070252.192528,681,0.012130661867558956
1621070252.2824917,682,0.01436886191368103
1621070252.3534381,683,0.021587198600172997
1621070252.4323893,684,0.011931865476071835
1621070252.5693102,686,0.011326692067086697
1621070252.6932392,688,0.007907571271061897
1621070252.757202,689,0.011746752075850964
1621070253.2219346,696,0.012075650505721569
1621070253.4088268,699,0.013963907957077026
1621070253.512768,701,0.009991234168410301
1621070253.6416934,703,0.010781554505228996
1621070253.8245873,706,0.015192365273833275
1621070253.9445193,708,0.017979901283979416
1621070254.0894346,710,0.012268541380763054
1621070254.3183053,714,0.014025545679032803
1621070254.558166,718,0.017056480050086975
1621070254.7410588,721,0.01354631595313549
1621070254.791032,722,0.010660634376108646
1621070254.852995,723,0.0078015681356191635
1621070254.9099627,724,0.014884945005178452
1621070255.2477684,730,0.008542830124497414
1621070255.5975652,736,0.012885555624961853
1621070255.7534761,738,0.008767003193497658
1621070255.820437,739,0.015023095533251762
1621070255.8834016,740,0.010839059017598629
1621070256.0692935,743,0.013342560268938541
1621070256.2511895,746,0.009287456050515175
1621070256.3271449,747,0.012996925972402096
1621070256.4930515,750,0.013299908488988876
1621070256.550017,751,0.011448053643107414
1621070256.6199763,752,0.013331033289432526
1621070256.7479048,754,0.008452950976788998
1621070256.8628361,756,0.014569534920156002
1621070257.2286265,762,0.009710460901260376
1621070257.4365058,765,0.00940037239342928
1621070257.5104637,766,0.010056124068796635
1621070257.7113495,769,0.013906532898545265
1621070257.7673156,770,0.010830534622073174
1621070257.824284,771,0.01450686901807785
1621070257.940219,773,0.013035222887992859
1621070258.0011804,774,0.012268559075891972
1621070258.3819616,780,0.01387040689587593
1621070258.626822,784,0.006439344026148319
1621070258.6797905,785,0.011750584468245506
1621070258.8067167,787,0.013320399448275566
1621070258.9306455,789,0.006119735073298216
1621070259.0495768,791,0.010794779285788536
1621070259.105544,792,0.011948899365961552
1621070259.1635108,793,0.010442066937685013
1621070259.2144814,794,0.01169443130493164
1621070259.2674513,795,0.016925472766160965
1621070259.4303572,798,0.012077121064066887
1621070259.539294,800,0.09066246449947357
1621070259.653229,802,0.06403684616088867
1621070259.842121,805,0.054632846266031265
1621070259.9740436,807,0.044285714626312256
1621070260.0550003,808,0.051272742450237274
1621070260.1379502,809,0.043539244681596756
1621070260.3688176,813,0.05026340112090111
1621070260.4857638,815,0.0411796048283577
1621070260.5477133,816,0.04062747582793236
1621070260.6676438,818,0.03768937289714813
1621070260.8515384,821,0.04282119497656822
1621070261.103393,825,0.03908482566475868
1621070261.2912867,828,0.03659116476774216
1621070261.461187,831,0.036861732602119446
1621070261.530148,832,0.03480137512087822
1621070261.6780627,834,0.02963089384138584
1621070261.8229804,836,0.028600430116057396
1621070261.9688947,838,0.03030707687139511
1621070262.2657237,843,0.03588908165693283
1621070262.432627,846,0.02588445320725441
1621070262.5485628,848,0.0341934859752655
1621070262.713466,851,0.023226702585816383
1621070263.198186,859,0.030286267399787903
1621070263.2501564,860,0.032687220722436905
1621070263.4420617,863,0.028537370264530182
1621070263.7068937,867,0.028610706329345703
1621070263.8408155,869,0.02493469789624214
1621070263.898783,870,0.028395164757966995
1621070264.1436417,874,0.030806895345449448
1621070264.2585745,876,0.02194739691913128
1621070264.3115451,877,0.032090045511722565
1621070264.4814477,880,0.03248577192425728
1621070264.6183681,882,0.03229421004652977
1621070264.7382991,884,0.028810590505599976
1621070264.9122007,887,0.02307695709168911
1621070265.0681088,889,0.033089619129896164
1621070265.123077,890,0.028299963101744652
1621070265.2380104,892,0.025767860934138298
1621070265.4918666,896,0.030329948291182518
1621070265.7377317,900,0.032904185354709625
1621070266.188469,907,0.021238844841718674
1621070266.2614267,908,0.030579762533307076
1621070266.3323882,909,0.02640989050269127
1621070266.410341,910,0.029426252469420433
1621070266.5482614,912,0.020829610526561737
1621070266.6172233,913,0.027416210621595383
1621070266.7461476,915,0.02889852225780487
1621070266.8041155,916,0.021687153726816177
1621070266.8530886,917,0.02452149987220764
1621070267.0599668,920,0.021380063146352768
1621070267.1229303,921,0.02494804933667183
1621070267.1719024,922,0.024744335561990738
1621070267.2278717,923,0.02658180706202984
1621070267.3348086,925,0.02490752562880516
1621070267.754569,931,0.028545698150992393
1621070267.8095348,932,0.020252924412488937
1621070268.0224159,935,0.021272974088788033
1621070268.5461109,942,0.02643642947077751
1621070268.7929695,945,0.028605027124285698
1621070269.2796903,952,0.028592951595783234
1621070269.3486488,953,0.02572415955364704
1621070269.4086134,954,0.02320190519094467
1621070269.5435362,956,0.02794334664940834
1621070269.613496,957,0.02760147675871849
1621070269.6804569,958,0.029050007462501526
1621070269.9063277,961,0.024367209523916245
1621070269.9802873,962,0.023173198103904724
1621070270.1042137,964,0.023960720747709274
1621070270.2151487,966,0.023177551105618477
1621070270.2771158,967,0.024451689794659615
1621070270.502999,971,0.024422498419880867
1621070270.554953,972,0.024592183530330658
1621070270.7918177,976,0.022611867636442184
1621070270.8447862,977,0.021265026181936264
1621070270.9207454,978,0.023866262286901474
1621070270.9837086,979,0.02130397967994213
1621070271.1466124,982,0.021488357335329056
1621070271.2265675,983,0.02226807363331318
1621070271.300524,984,0.025711562484502792
1621070271.4704256,987,0.020173609256744385
1621070271.5293922,988,0.02580328844487667
1621070272.0351005,996,0.021077461540699005
1621070274.9684114,1000,0.048447974026203156
1621070275.076349,1002,0.04252316802740097
1621070275.2312593,1004,0.031661611050367355
1621070275.2922263,1005,0.030183741822838783
1621070275.4881117,1008,0.03718110918998718
1621070275.5520742,1009,0.025066528469324112
1621070275.7029889,1011,0.02990446612238884
1621070275.7659516,1012,0.028269784525036812
1621070275.8289149,1013,0.023815786466002464
1621070275.8808844,1014,0.026166964322328568
