Wall time,Step,Value
1621090875.0596585,0,0.13124999403953552
1621090876.426465,1,0.0
1621090876.565387,2,0.893750011920929
1621090876.9111865,3,0.6812499761581421
1621090877.283971,4,0.606249988079071
1621090882.3130736,5,0.375
1621090882.5499387,6,0.75
1621090883.0766342,7,0.46875
1621090883.3884537,8,0.706250011920929
1621090883.7492468,9,0.6499999761581421
1621090883.8641796,10,0.893750011920929
1621090884.1693585,11,0.706250011920929
1621090884.1783519,12,0.9937499761581421
1621090885.1032917,13,0.0
1621090889.9743714,14,0.0
1621090890.1652622,15,0.831250011920929
1621090890.199257,16,0.96875
1621090890.2652063,17,0.9437500238418579
1621090891.36694,18,0.0
1621090891.4788759,19,0.918749988079071
1621090892.6141112,20,0.0
1621090898.3519502,21,0.0
1621090898.4698827,22,0.90625
1621090898.609802,23,0.8999999761581421
1621090898.8925877,24,0.75
1621090899.229394,25,0.6937500238418579
1621090899.499237,26,0.75
1621090900.4906802,27,0.0
1621090903.8779492,28,0.25
1621090904.897377,29,0.0
1621090904.9773314,30,0.9312499761581421
1621090905.1662283,31,0.8374999761581421
1621090905.717423,32,0.5249999761581421
1621090905.7400424,33,0.981249988079071
1621090905.813999,34,0.9312499761581421
1621090905.8729718,35,0.949999988079071
1621090905.9889057,36,0.8999999761581421
1621090906.0068958,37,0.987500011920929
1621090906.1062558,38,0.918749988079071
1621090906.5919755,39,0.59375
1621090911.7616427,40,0.0
1621090912.7081232,41,0.23125000298023224
1621090912.7231123,42,0.987500011920929
1621090913.5516822,43,0.4000000059604645
1621090914.0589583,44,0.5687500238418579
1621090914.5133126,45,0.6312500238418579
1621090914.6982057,46,0.862500011920929
1621090914.7521744,47,0.9624999761581421
1621090917.5851521,48,0.16249999403953552
1621090917.688093,49,0.925000011920929
1621090917.7200742,50,0.9750000238418579
1621090917.8200173,51,0.925000011920929
1621090917.8999715,52,0.9375
1621090917.908965,53,0.9937499761581421
1621090918.6928782,54,0.41874998807907104
1621090918.7898269,55,0.949999988079071
1621090918.898765,56,0.925000011920929
1621090919.478446,57,0.5874999761581421
1621090919.5034387,58,0.981249988079071
1621090919.53542,59,0.9750000238418579
1621090919.6283653,60,0.918749988079071
1621090920.3311083,61,0.4375
1621090920.348093,62,0.987500011920929
1621090920.3700776,63,0.981249988079071
1621090920.723876,64,0.699999988079071
1621090925.1448534,65,0.6187499761581421
1621090925.186569,66,0.96875
1621090925.6792846,67,0.581250011920929
1621090926.414863,68,0.4124999940395355
1621090926.5617764,69,0.887499988079071
1621090926.6773279,70,0.9125000238418579
1621090926.9961429,71,0.7437499761581421
1621090927.3559377,72,0.706250011920929
1621090927.4368882,73,0.9375
1621090927.4458833,74,0.9937499761581421
1621090927.7993739,75,0.7250000238418579
1621090927.8163602,76,0.987500011920929
1621090928.1521661,77,0.731249988079071
1621090928.4639869,78,0.768750011920929
1621090928.6109018,79,0.887499988079071
1621090928.946481,80,0.75
1621090932.794946,81,0.668749988079071
1621090932.8039422,82,0.9937499761581421
1621090932.869905,83,0.949999988079071
1621090933.1477437,84,0.8187500238418579
1621090933.7613206,85,0.48750001192092896
1621090933.7873046,86,0.981249988079071
1621090933.8192873,87,0.981249988079071
1621090933.853267,88,0.9750000238418579
1621090933.8772528,89,0.981249988079071
1621090934.47592,90,0.518750011920929
1621090934.5238934,91,0.9624999761581421
1621090934.8297093,92,0.7749999761581421
1621090935.1659095,93,0.7562500238418579
1621090935.3148293,94,0.887499988079071
1621090935.9097795,95,0.5874999761581421
1621090935.9997334,96,0.9312499761581421
1621090936.0806875,97,0.9437500238418579
1621090936.1952941,98,0.918749988079071
1621090936.7559724,99,0.6187499761581421
1621090936.7919507,100,0.9750000238418579
1621090936.8749027,101,0.949999988079071
1621090936.912882,102,0.9750000238418579
1621090936.93287,103,0.987500011920929
1621090937.575525,104,0.831250011920929
1621090937.886057,105,0.7749999761581421
1621090937.9350297,106,0.9624999761581421
1621090938.0529618,107,0.8999999761581421
1621090938.1189232,108,0.9437500238418579
1621090938.187884,109,0.9437500238418579
1621090938.2368548,110,0.9624999761581421
1621090938.261841,111,0.981249988079071
1621090938.3308003,112,0.949999988079071
1621090938.492707,113,0.862500011920929
1621090938.5086977,114,0.987500011920929
1621090938.6821792,115,0.856249988079071
1621090938.9120462,116,0.8062499761581421
1621090940.0598574,117,0.0
1621090940.1777906,118,0.90625
1621090940.308715,119,0.8999999761581421
1621090940.3666804,120,0.956250011920929
1621090940.7420487,121,0.731249988079071
1621090940.75804,122,0.987500011920929
1621090941.3287115,123,0.606249988079071
1621090946.4576225,124,0.3125
1621090946.733808,125,0.7749999761581421
1621090947.1874008,126,0.6499999761581421
1621090948.105872,127,0.24375000596046448
1621090948.419371,128,0.7437499761581421
1621090949.315855,129,0.25
1621090949.4411893,130,0.8999999761581421
1621090955.6209257,131,0.32499998807907104
1621090956.13363,132,0.6812499761581421
1621090956.5813768,133,0.6499999761581421
1621090957.695948,134,0.375
1621090958.1692286,135,0.737500011920929
1621090959.1199443,136,0.4000000059604645
1621090959.515947,137,0.668749988079071
1621090959.7057612,138,0.8374999761581421
1621090964.777233,139,0.0
1621090966.0566797,140,0.0
1621090967.4458778,141,0.0
1621090973.470249,142,0.0
1621090974.1934345,143,0.4000000059604645
1621090975.3413165,144,0.0
1621090976.0238192,145,0.44999998807907104
1621090976.0677934,146,0.96875
1621090981.5786004,147,0.0
