Wall time,Step,Value
1621087884.5347638,0,0.25
1621087885.0564647,1,0.512499988079071
1621087885.2603474,2,0.831250011920929
1621087885.5082047,3,0.7749999761581421
1621087885.65412,4,0.8812500238418579
1621087886.2477775,5,0.3375000059604645
1621087890.9170861,6,0.4375
1621087891.2409005,7,0.643750011920929
1621087892.1153965,8,0.0
1621087892.3782446,9,0.768750011920929
1621087892.4432073,10,0.949999988079071
1621087892.4841835,11,0.96875
1621087892.547148,12,0.956250011920929
1621087892.7350392,13,0.887499988079071
1621087892.95991,14,0.862500011920929
1621087893.980322,15,0.0
1621087898.4217641,16,0.543749988079071
1621087898.5217047,17,0.925000011920929
1621087899.548114,18,0.0
1621087900.5455394,19,0.10000000149011612
1621087901.58494,20,0.0
1621087906.448138,21,0.0
1621087907.6194625,22,0.0
1621087908.6978424,23,0.0
1621087908.8367617,24,0.893750011920929
1621087914.1407049,25,0.0
